time_s,raw_roll_deg,raw_pitch_deg,filtered_roll_deg,filtered_pitch_deg,command_roll_deg,command_pitch_deg
0.0,1.7629799842834473,-0.5510920286178589,1.7683560848236084,-0.5541936755180359,-1.4131935834884644,0.0
0.032212018966674805,1.7614880800247192,-0.5501829981803894,1.7674177885055542,-0.5536854267120361,-1.4120421409606934,0.0
0.07735967636108398,1.7622510194778442,-0.5499439835548401,1.7664284706115723,-0.5531529188156128,-1.411239743232727,0.0
0.11758017539978027,1.7605631351470947,-0.5495700240135193,1.7654105424880981,-0.552582323551178,-1.4102903604507446,0.0
0.15625715255737305,1.7601810693740845,-0.5480050444602966,1.7644309997558594,-0.551876425743103,-1.4096707105636597,0.0
0.19573688507080078,1.7564810514450073,-0.5485730171203613,1.763371467590332,-0.5512210726737976,-1.4084739685058594,0.0
0.245621919631958,1.7574241161346436,-0.5483980774879456,1.7613838911056519,-0.5501274466514587,-1.4049512147903442,0.0
0.2617003917694092,1.7582969665527344,-0.5469419956207275,1.760528326034546,-0.5496113896369934,-1.4057947397232056,0.0
0.29720211029052734,1.7598850727081299,-0.543048083782196,1.7598717212677002,-0.5489765405654907,-1.4063433408737183,0.0
0.34613585472106934,1.7619670629501343,-0.5427550077438354,1.7596536874771118,-0.5482094287872314,-1.4073187112808228,0.0
0.36097288131713867,1.7640690803527832,-0.5428520441055298,1.7598223686218262,-0.5473568439483643,-1.4084724187850952,0.0
0.39287328720092773,1.7649229764938354,-0.5448300242424011,1.7603238821029663,-0.5465390086174011,-1.4094197750091553,0.0
0.41848111152648926,1.7660479545593262,-0.546544075012207,1.7610875368118286,-0.5459057092666626,-1.4113142490386963,0.0
0.43806958198547363,1.7650690078735352,-0.5472099781036377,1.761919379234314,-0.5456388592720032,-1.413282871246338,0.0
0.4785013198852539,1.7651550769805908,-0.5496320724487305,1.7627028226852417,-0.5457825064659119,-1.4117389917373657,0.0
0.5153954029083252,1.7620389461517334,-0.5461739897727966,1.7631887197494507,-0.5460563898086548,-1.4116207361221313,0.0
0.5476319789886475,1.7620389461517334,-0.5461739897727966,1.76340913772583,-0.5463290214538574,-1.4112646579742432,0.0
0.5841889381408691,1.7582191228866577,-0.5480139851570129,1.7631828784942627,-0.5466069579124451,-1.41007399559021,0.0
0.607696533203125,1.7522521018981934,-0.5473150014877319,1.762372374534607,-0.5468206405639648,-1.4072120189666748,0.0
0.6428918838500977,1.750162959098816,-0.5477849841117859,1.7610148191452026,-0.5468885898590088,-1.4053947925567627,0.0
0.673924446105957,1.750162959098816,-0.5477849841117859,1.7594029903411865,-0.5470200777053833,-1.4034624099731445,0.0
0.6916244029998779,1.7480231523513794,-0.5466000437736511,1.757493257522583,-0.5471400022506714,-1.3986797332763672,0.0
0.7143840789794922,1.7491390705108643,-0.548147976398468,1.7556068897247314,-0.5472366809844971,-1.3974756002426147,0.0
0.7631485462188721,1.7463960647583008,-0.5471619963645935,1.7538994550704956,-0.5473015308380127,-1.4003853797912598,0.0
0.8226943016052246,1.7429159879684448,-0.5460460186004639,1.7522563934326172,-0.5472632050514221,-1.3993061780929565,0.0
0.9101824760437012,1.7363380193710327,-0.5437610149383545,1.7503329515457153,-0.5470332503318787,-1.397928237915039,0.0
0.9282124042510986,1.7417911291122437,-0.5471460223197937,1.748578667640686,-0.5468881130218506,-1.3957514762878418,0.0
0.9521825313568115,1.7428539991378784,-0.5466200113296509,1.7469487190246582,-0.5467028021812439,-1.385631799697876,0.0
0.9667234420776367,1.7451101541519165,-0.5455759763717651,1.7456620931625366,-0.5464845895767212,-1.3927891254425049,0.0
